Title,Composer,Permlink,Instrumentation,Key,Piece Style,First Performance,Year/Date of Composition,Composer Time Period,Average Duration
"3 Piano Sonatas, Op.12","Woets, Joseph Bernard","https://imslp.org/wiki/3_Piano_Sonatas,_Op.12_(Woets,_Joseph_Bernard)",piano,,Romantic,,,Romantic,
"3 Piano Sonatas, Op.13","Haigh, Thomas","https://imslp.org/wiki/3_Piano_Sonatas,_Op.13_(Haigh,_Thomas)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.14","Mirecki, Franciszek","https://imslp.org/wiki/3_Piano_Sonatas,_Op.14_(Mirecki,_Franciszek)",piano,,Romantic,,,Romantic,13 minutes
"3 Piano Sonatas, Op.15","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.15_(Cramer,_Johann_Baptist)","piano (with violin, cello ad libitum )",see below,Classical,,1797 ca.,Classical,
"3 Piano Sonatas, Op.15","Haigh, Thomas","https://imslp.org/wiki/3_Piano_Sonatas,_Op.15_(Haigh,_Thomas)","Nos.1-2: piano No.3: violin, piano",,Classical,,,Classical,
"3 Piano Sonatas, Op.15","Woelfl, Joseph","https://imslp.org/wiki/3_Piano_Sonatas,_Op.15_(Woelfl,_Joseph)",piano,see below,Classical,,1798-1800 ca.,Classical,53 minutes 15 minutes 21 minutes 17 minutes
"3 Piano Sonatas, Op.16","Haigh, Thomas","https://imslp.org/wiki/3_Piano_Sonatas,_Op.16_(Haigh,_Thomas)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.17","Förster, Emanuel Aloys","https://imslp.org/wiki/3_Piano_Sonatas,_Op.17_(Förster,_Emanuel_Aloys)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.17","Woets, Joseph Bernard","https://imslp.org/wiki/3_Piano_Sonatas,_Op.17_(Woets,_Joseph_Bernard)",piano,,Romantic,,,Romantic,
"3 Piano Sonatas, Op.18","Bomtempo, João Domingos","https://imslp.org/wiki/3_Piano_Sonatas,_Op.18_(Bomtempo,_João_Domingos)","Piano, violin (ad lib.)",,Classical,,,Classical,
"3 Piano Sonatas, Op.2","Boieldieu, François Adrien","https://imslp.org/wiki/3_Piano_Sonatas,_Op.2_(Boieldieu,_François_Adrien)",piano,,Classical,,,Romantic,
"3 Piano Sonatas, Op.2","Denman, Henry","https://imslp.org/wiki/3_Piano_Sonatas,_Op.2_(Denman,_Henry)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.2","Kapp, Charles","https://imslp.org/wiki/3_Piano_Sonatas,_Op.2_(Kapp,_Charles)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.2","Lorenziti, Joséphine","https://imslp.org/wiki/3_Piano_Sonatas,_Op.2_(Lorenziti,_Joséphine)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.2","Rigel, Henri-Jean","https://imslp.org/wiki/3_Piano_Sonatas,_Op.2_(Rigel,_Henri-Jean)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.21","Mozin, Benoît François","https://imslp.org/wiki/3_Piano_Sonatas,_Op.21_(Mozin,_Benoît_François)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.22","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.22_(Cramer,_Johann_Baptist)",piano,see below,Classical,,,Classical,
"3 Piano Sonatas, Op.22","Mozin, Benoît François","https://imslp.org/wiki/3_Piano_Sonatas,_Op.22_(Mozin,_Benoît_François)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.22","Woelfl, Joseph","https://imslp.org/wiki/3_Piano_Sonatas,_Op.22_(Woelfl,_Joseph)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.23","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Sonatas,_Op.23_(Clementi,_Muzio)",piano or harpsichord,,Classical,,,Classical,
"3 Piano Sonatas, Op.23","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.23_(Cramer,_Johann_Baptist)",piano,see below,Classical,,1800 ca.,Classical,
"3 Piano Sonatas, Op.23 (M.2.057-59)","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.23_(M.2.057-59)_(Cramer,_Johann_Baptist)",piano,see below,Classical,,1800 ca.,Classical,
"3 Piano Sonatas, Op.25","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.25_(Cramer,_Johann_Baptist)",piano,see below,Classical,,1800 ca.,Classical,
"3 Piano Sonatas, Op.26","Kuhlau, Friedrich","https://imslp.org/wiki/3_Piano_Sonatas,_Op.26_(Kuhlau,_Friedrich)",piano,,Classical,,,Romantic,
"3 Piano Sonatas, Op.28","Dumonchau, Charles-François","https://imslp.org/wiki/3_Piano_Sonatas,_Op.28_(Dumonchau,_Charles-François)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.28","Haigh, Thomas","https://imslp.org/wiki/3_Piano_Sonatas,_Op.28_(Haigh,_Thomas)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.28","Woelfl, Joseph","https://imslp.org/wiki/3_Piano_Sonatas,_Op.28_(Woelfl,_Joseph)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.29","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.29_(Cramer,_Johann_Baptist)",piano,see below,Classical,,,Classical,
"3 Piano Sonatas, Op.3","Carbonel, Narcisse","https://imslp.org/wiki/3_Piano_Sonatas,_Op.3_(Carbonel,_Narcisse)","piano; violin (ad lib.), piano",,Classical,,,Classical,
"3 Piano Sonatas, Op.3","Hérold, Ferdinand","https://imslp.org/wiki/3_Piano_Sonatas,_Op.3_(Hérold,_Ferdinand)",piano,,Classical,,,Romantic,
"3 Piano Sonatas, Op.3","Latrobe, Christian Ignatius","https://imslp.org/wiki/3_Piano_Sonatas,_Op.3_(Latrobe,_Christian_Ignatius)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.3","Rigel, Henri-Jean","https://imslp.org/wiki/3_Piano_Sonatas,_Op.3_(Rigel,_Henri-Jean)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.32","Hässler, Johann Wilhelm","https://imslp.org/wiki/3_Piano_Sonatas,_Op.32_(Hässler,_Johann_Wilhelm)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.33","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Sonatas,_Op.33_(Clementi,_Muzio)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.33","Woelfl, Joseph","https://imslp.org/wiki/3_Piano_Sonatas,_Op.33_(Woelfl,_Joseph)",piano,see below,Classical,,,Classical,
"3 Piano Sonatas, Op.34","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.34_(Cramer,_Johann_Baptist)",piano,,Classical,,1805 ca.,Classical,
"3 Piano Sonatas, Op.35","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Sonatas,_Op.35_(Clementi,_Muzio)","piano with optional violin, cello",,Classical,,1796,Classical,
"3 Piano Sonatas, Op.35","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.35_(Cramer,_Johann_Baptist)",piano (with violin/flute and cello ad libitum ),,Classical,,1805 ca.,Classical,
"3 Piano Sonatas, Op.36","Smith, Theodore","https://imslp.org/wiki/3_Piano_Sonatas,_Op.36_(Smith,_Theodore)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.37","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Sonatas,_Op.37_(Clementi,_Muzio)",piano or harpsichord,C major G major D major,Classical,,,Classical,
"3 Piano Sonatas, Op.37","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.37_(Cramer,_Johann_Baptist)",piano,see below,Classical,,1806 ca.,Classical,
"3 Piano Sonatas, Op.38","Woelfl, Joseph","https://imslp.org/wiki/3_Piano_Sonatas,_Op.38_(Woelfl,_Joseph)",piano,"in G major, D major and B minor",Classical,,,Classical,
"3 Piano Sonatas, Op.39","Dussek, Jan Ladislav","https://imslp.org/wiki/3_Piano_Sonatas,_Op.39_(Dussek,_Jan_Ladislav)",piano,,Classical,,1799,Romantic,
"3 Piano Sonatas, Op.4","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.4_(Cramer,_Johann_Baptist)","violin ( ad libitum ), piano",see below,Classical,,1788 ca.,Classical,
"3 Piano Sonatas, Op.4","Dussek, Jan Ladislav","https://imslp.org/wiki/3_Piano_Sonatas,_Op.4_(Dussek,_Jan_Ladislav)","piano, violin (ad lib.)",see below,Classical,,1787,Romantic,
"3 Piano Sonatas, Op.4","Jadin, Hyacinthe","https://imslp.org/wiki/3_Piano_Sonatas,_Op.4_(Jadin,_Hyacinthe)",Piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.4","Kalkbrenner, Friedrich Wilhelm","https://imslp.org/wiki/3_Piano_Sonatas,_Op.4_(Kalkbrenner,_Friedrich_Wilhelm)",Piano,,Romantic,,,Romantic,
"3 Piano Sonatas, Op.4","Lichner, Heinrich","https://imslp.org/wiki/3_Piano_Sonatas,_Op.4_(Lichner,_Heinrich)",piano,,Romantic,,,Romantic,
"3 Piano Sonatas, Op.40","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Sonatas,_Op.40_(Clementi,_Muzio)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.41","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.41_(Cramer,_Johann_Baptist)",piano,see below,Classical,,,Classical,
"3 Piano Sonatas, Op.41","Steibelt, Daniel","https://imslp.org/wiki/3_Piano_Sonatas,_Op.41_(Steibelt,_Daniel)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.43","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.43_(Cramer,_Johann_Baptist)",piano,see below,Classical,,1809 ca.,Classical,
"3 Piano Sonatas, Op.43","Ross, John","https://imslp.org/wiki/3_Piano_Sonatas,_Op.43_(Ross,_John)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.44","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.44_(Cramer,_Johann_Baptist)",piano,see below,Classical,,1809 ca.,Classical,
"3 Piano Sonatas, Op.44","Franck, Eduard","https://imslp.org/wiki/3_Piano_Sonatas,_Op.44_(Franck,_Eduard)",piano,,Romantic,,,Romantic,
"3 Piano Sonatas, Op.46","Kuhlau, Friedrich","https://imslp.org/wiki/3_Piano_Sonatas,_Op.46_(Kuhlau,_Friedrich)",Piano,,Classical,,1822?,Romantic,
"3 Piano Sonatas, Op.5","Dumonchau, Charles-François","https://imslp.org/wiki/3_Piano_Sonatas,_Op.5_(Dumonchau,_Charles-François)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.5","Jadin, Hyacinthe","https://imslp.org/wiki/3_Piano_Sonatas,_Op.5_(Jadin,_Hyacinthe)",Piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.5","Woets, Joseph Bernard","https://imslp.org/wiki/3_Piano_Sonatas,_Op.5_(Woets,_Joseph_Bernard)",piano,,Classical,,,Romantic,
"3 Piano Sonatas, Op.50","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Sonatas,_Op.50_(Clementi,_Muzio)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.51","Steibelt, Daniel","https://imslp.org/wiki/3_Piano_Sonatas,_Op.51_(Steibelt,_Daniel)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.53","Kozeluch, Leopold","https://imslp.org/wiki/3_Piano_Sonatas,_Op.53_(Kozeluch,_Leopold)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.59","Kuhlau, Friedrich","https://imslp.org/wiki/3_Piano_Sonatas,_Op.59_(Kuhlau,_Friedrich)",piano,,Classical,,,Romantic,
"3 Piano Sonatas, Op.6","Woelfl, Joseph","https://imslp.org/wiki/3_Piano_Sonatas,_Op.6_(Woelfl,_Joseph)",Piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.61","Scharwenka, Philipp","https://imslp.org/wiki/3_Piano_Sonatas,_Op.61_(Scharwenka,_Philipp)",piano,,Romantic,,,Romantic,
"3 Piano Sonatas, Op.62","Steibelt, Daniel","https://imslp.org/wiki/3_Piano_Sonatas,_Op.62_(Steibelt,_Daniel)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.6a","Kuhlau, Friedrich","https://imslp.org/wiki/3_Piano_Sonatas,_Op.6a_(Kuhlau,_Friedrich)",Piano or harpsichord,,Classical,,1811,Romantic,
"3 Piano Sonatas, Op.7","Adam, Louis","https://imslp.org/wiki/3_Piano_Sonatas,_Op.7_(Adam,_Louis)","Nos.1-2: piano (or violin, piano) No.3: piano",,Classical,,,Classical,
"3 Piano Sonatas, Op.7","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Sonatas,_Op.7_(Clementi,_Muzio)",piano or harpsichord; with violin ad lib. (Naderman edition only?),,Classical,,,Classical,
"3 Piano Sonatas, Op.7","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.7_(Cramer,_Johann_Baptist)",piano,see below,Classical,,,Classical,
"3 Piano Sonatas, Op.7","Steibelt, Daniel","https://imslp.org/wiki/3_Piano_Sonatas,_Op.7_(Steibelt,_Daniel)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.73","Steibelt, Daniel","https://imslp.org/wiki/3_Piano_Sonatas,_Op.73_(Steibelt,_Daniel)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.76","Steibelt, Daniel","https://imslp.org/wiki/3_Piano_Sonatas,_Op.76_(Steibelt,_Daniel)",piano,,Classical,,1809 ca.,Classical,
"3 Piano Sonatas, Op.8","Adam, Louis","https://imslp.org/wiki/3_Piano_Sonatas,_Op.8_(Adam,_Louis)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.8","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Sonatas,_Op.8_(Clementi,_Muzio)",piano (or harpsichord),,Classical,,,Classical,
"3 Piano Sonatas, Op.8","Cogan, Philip","https://imslp.org/wiki/3_Piano_Sonatas,_Op.8_(Cogan,_Philip)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.9","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Sonatas,_Op.9_(Clementi,_Muzio)",piano (piano and violin in Boyer/Naderman edition),,Classical,,,Classical,
"3 Piano Sonatas, Op.9","Cramer, Johann Baptist","https://imslp.org/wiki/3_Piano_Sonatas,_Op.9_(Cramer,_Johann_Baptist)","violin (or flute), cello ( ad libitum ), piano",,Classical,,1793 ca.,Classical,
"3 Piano Sonatas, Op.9","Ladurner, Ignace Antoine","https://imslp.org/wiki/3_Piano_Sonatas,_Op.9_(Ladurner,_Ignace_Antoine)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Op.9","Shaw, Thomas","https://imslp.org/wiki/3_Piano_Sonatas,_Op.9_(Shaw,_Thomas)",piano,,Classical,,,Classical,
"3 Piano Sonatas, Opp.1, 2, 5","Brahms, Johannes","https://imslp.org/wiki/3_Piano_Sonatas,_Opp.1,_2,_5_(Brahms,_Johannes)",piano,,Romantic,,,Romantic,
"3 Piano Sonatas, Opp.9-10","Dussek, Jan Ladislav","https://imslp.org/wiki/3_Piano_Sonatas,_Opp.9-10_(Dussek,_Jan_Ladislav)",piano,,Classical,,,Romantic,
"3 Piano Sonatas, P.XII:38-40","Kozeluch, Leopold","https://imslp.org/wiki/3_Piano_Sonatas,_P.XII:38-40_(Kozeluch,_Leopold)",piano,,Classical,,,Classical,
"3 Piano Sonatas, WoO 47","Beethoven, Ludwig van","https://imslp.org/wiki/3_Piano_Sonatas,_WoO_47_(Beethoven,_Ludwig_van)",piano,see below,Classical,,1782-1783,Classical,
3 Piano Sonatinas,"Benend, Andreas","https://imslp.org/wiki/3_Piano_Sonatinas_(Benend,_Andreas)",piano,,Modern,,1990-91,Modern,12 minutes
3 Piano Sonatinas,"Förster, Alban","https://imslp.org/wiki/3_Piano_Sonatinas_(Förster,_Alban)",piano,,Romantic,,,Romantic,
3 Piano Sonatinas,"Silmon-Clyde, Joseph","https://imslp.org/wiki/3_Piano_Sonatinas_(Silmon-Clyde,_Joseph)",piano,,Modern,,2019,Modern,
"3 Piano Sonatinas, Op.12","Shebalin, Vissarion","https://imslp.org/wiki/3_Piano_Sonatinas,_Op.12_(Shebalin,_Vissarion)",piano,,Early 20th century,,1929,Early 20th century,
"3 Piano Sonatinas, Op.18","Müller, August Eberhard","https://imslp.org/wiki/3_Piano_Sonatinas,_Op.18_(Müller,_August_Eberhard)",piano,,Classical,,,Classical,
"3 Piano Sonatinas, Op.19","Ferrari, Giacomo Gotifredo","https://imslp.org/wiki/3_Piano_Sonatinas,_Op.19_(Ferrari,_Giacomo_Gotifredo)",piano,,Classical,,,Classical,
"3 Piano Sonatinas, Op.197","Zilcher, Paul","https://imslp.org/wiki/3_Piano_Sonatinas,_Op.197_(Zilcher,_Paul)",piano,C major; G major; F major,Romantic,,,Romantic,
"3 Piano Sonatinas, Op.2","Kreusser, Peter Anton","https://imslp.org/wiki/3_Piano_Sonatinas,_Op.2_(Kreusser,_Peter_Anton)",piano,,Classical,,,Classical,
"3 Piano Sonatinas, Op.2","Riotte, Philipp Jakob","https://imslp.org/wiki/3_Piano_Sonatinas,_Op.2_(Riotte,_Philipp_Jakob)",piano,"in B-flat major, C major and G major",Romantic,,,Romantic,
"3 Piano Sonatinas, Op.37","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Sonatinas,_Op.37_(Clementi,_Muzio)",piano or harpsichord,C major G major D major,Classical,,,Classical,
"3 Piano Sonatinas, Op.38","Kaun, Hugo","https://imslp.org/wiki/3_Piano_Sonatinas,_Op.38_(Kaun,_Hugo)",piano,,Romantic,,,Romantic,
"3 Piano Sonatinas, Op.6","Hünten, François","https://imslp.org/wiki/3_Piano_Sonatinas,_Op.6_(Hünten,_François)",piano,,Romantic,,,Romantic,
"3 Piano Sonatinas, Op.6","Krause, Emil","https://imslp.org/wiki/3_Piano_Sonatinas,_Op.6_(Krause,_Emil)",piano,,Romantic,,,Romantic,
"3 Piano Sonatinas, Op.66","Lichner, Heinrich","https://imslp.org/wiki/3_Piano_Sonatinas,_Op.66_(Lichner,_Heinrich)",piano,see below,Romantic,,,Romantic,
"3 Piano Sonatines, Op.300","Battmann, Jacques-Louis","https://imslp.org/wiki/3_Piano_Sonatines,_Op.300_(Battmann,_Jacques-Louis)",piano,"C major, G major, F major",Romantic,,,Romantic,
"3 Piano Toccatas, Op.9","Potter, Philip Cipriani Hambly","https://imslp.org/wiki/3_Piano_Toccatas,_Op.9_(Potter,_Philip_Cipriani_Hambly)",piano,,Romantic,,,Romantic,
3 Piano Trios,"Himmel, Friedrich Heinrich","https://imslp.org/wiki/3_Piano_Trios_(Himmel,_Friedrich_Heinrich)","piano, violin, cello",,Classical,,,Classical,
3 Piano Trios after Pleyel,"Steibelt, Daniel","https://imslp.org/wiki/3_Piano_Trios_after_Pleyel_(Steibelt,_Daniel)","violin, cello, keyboard",see below,Classical,,1803,Classical,
"3 Piano Trios, Op.10","Jadin, Louis-Emmanuel","https://imslp.org/wiki/3_Piano_Trios,_Op.10_(Jadin,_Louis-Emmanuel)","flute, cello, piano (or harpsichord)",,Classical,,,Classical,
"3 Piano Trios, Op.12","Potter, Philip Cipriani Hambly","https://imslp.org/wiki/3_Piano_Trios,_Op.12_(Potter,_Philip_Cipriani_Hambly)","violin (or clarinet), cello (or bassoon), piano",,Romantic,,,Romantic,
"3 Piano Trios, Op.13","Jadin, Louis-Emmanuel","https://imslp.org/wiki/3_Piano_Trios,_Op.13_(Jadin,_Louis-Emmanuel)","flute or violin, cello, piano",,Classical,,,Classical,
"3 Piano Trios, Op.14","Momigny, Jérôme-Joseph de","https://imslp.org/wiki/3_Piano_Trios,_Op.14_(Momigny,_Jérôme-Joseph_de)","violin, cello, piano",,Classical,,,Classical,
"3 Piano Trios, Op.14","Onslow, George","https://imslp.org/wiki/3_Piano_Trios,_Op.14_(Onslow,_George)","violin, cello, piano",,Romantic,,,Romantic,
"3 Piano Trios, Op.16","Himmel, Friedrich Heinrich","https://imslp.org/wiki/3_Piano_Trios,_Op.16_(Himmel,_Friedrich_Heinrich)","Piano, Violin, Violoncello",,Classical,,,Classical,
"3 Piano Trios, Op.16","Woelfl, Joseph","https://imslp.org/wiki/3_Piano_Trios,_Op.16_(Woelfl,_Joseph)","violin, cello, piano",,Classical,,,Classical,
"3 Piano Trios, Op.2","Barthélemon, Cecilia Maria","https://imslp.org/wiki/3_Piano_Trios,_Op.2_(Barthélemon,_Cecilia_Maria)","violin, cello, piano",G major,Classical,,,Classical,
"3 Piano Trios, Op.20 No.9","Berg, Konrad-Mathias","https://imslp.org/wiki/3_Piano_Trios,_Op.20_No.9_(Berg,_Konrad-Mathias)","violin, cello, piano",,Romantic,,,Romantic,
"3 Piano Trios, Op.21","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Trios,_Op.21_(Clementi,_Muzio)","flute, cello, piano (or harpsichord)",,Classical,,,Classical,
"3 Piano Trios, Op.22","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Trios,_Op.22_(Clementi,_Muzio)","flute (or violin) cello, harpsichord (or piano)",,Classical,,,Classical,
"3 Piano Trios, Op.23","Woelfl, Joseph","https://imslp.org/wiki/3_Piano_Trios,_Op.23_(Woelfl,_Joseph)","violin, cello, piano",,Classical,,,Classical,
"3 Piano Trios, Op.25","Woelfl, Joseph","https://imslp.org/wiki/3_Piano_Trios,_Op.25_(Woelfl,_Joseph)","violin, cello, piano",,Romantic,,,Classical,
"3 Piano Trios, Op.27","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Trios,_Op.27_(Clementi,_Muzio)","violin, cello, piano (or harpsichord)",,Classical,,,Classical,
"3 Piano Trios, Op.28","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Trios,_Op.28_(Clementi,_Muzio)","violin, cello, piano (or harpsichord)",,Classical,,,Classical,
"3 Piano Trios, Op.29","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Trios,_Op.29_(Clementi,_Muzio)","violin (or flute), cello, piano",,Classical,,1793,Classical,
"3 Piano Trios, Op.3","Adam, Louis","https://imslp.org/wiki/3_Piano_Trios,_Op.3_(Adam,_Louis)","violin, cello, piano (or harpsichord)",,Classical,,,Classical,
"3 Piano Trios, Op.3","Onslow, George","https://imslp.org/wiki/3_Piano_Trios,_Op.3_(Onslow,_George)","violin, cello, piano",,Classical,,,Romantic,
"3 Piano Trios, Op.32","Clementi, Muzio","https://imslp.org/wiki/3_Piano_Trios,_Op.32_(Clementi,_Muzio)","flute (or violin), cello, piano (or harpsichord); or keyboard solo",,Classical,,,Classical,
"3 Piano Trios, Op.32","Wranitzky, Paul","https://imslp.org/wiki/3_Piano_Trios,_Op.32_(Wranitzky,_Paul)","violin, cello, piano",,Classical,,,Classical,
"3 Piano Trios, Op.40","Ferrari, Giacomo Gotifredo","https://imslp.org/wiki/3_Piano_Trios,_Op.40_(Ferrari,_Giacomo_Gotifredo)","violin, cello, piano",,Classical,,,Classical,
"3 Piano Trios, Op.5","Woelfl, Joseph","https://imslp.org/wiki/3_Piano_Trios,_Op.5_(Woelfl,_Joseph)","piano, violin, cello",,Classical,,,Classical,
"3 Piano Trios, Op.6","Benincori, Angelo Maria","https://imslp.org/wiki/3_Piano_Trios,_Op.6_(Benincori,_Angelo_Maria)","violin, cello, piano",,Classical,,,Classical,
"3 Piano Trios, Op.6","Forkel, Johann Nikolaus","https://imslp.org/wiki/3_Piano_Trios,_Op.6_(Forkel,_Johann_Nikolaus)","violin, cello, piano",,Classical,,,Classical,
"3 Piano Trios, Op.8","Eberl, Anton","https://imslp.org/wiki/3_Piano_Trios,_Op.8_(Eberl,_Anton)","violin, cello, piano",,Classical,,1797?,Classical,see below 26 minutes 24 minutes 27-28 minutes
"3 Piano Trios, Op.8","Sixt, Johann Abraham","https://imslp.org/wiki/3_Piano_Trios,_Op.8_(Sixt,_Johann_Abraham)","piano, violin, cello",,Classical,,,Classical,
"3 Piano Trios, Op.9","Krifft, William de","https://imslp.org/wiki/3_Piano_Trios,_Op.9_(Krifft,_William_de)","piano, violin, cello",,Classical,,,Classical,
"3 Piano Trios, P.IX:61-63","Kozeluch, Leopold","https://imslp.org/wiki/3_Piano_Trios,_P.IX:61-63_(Kozeluch,_Leopold)","violin, cello, piano",,Classical,,,Classical,
3 Pianoforte Duets,"O'Neill, Norman","https://imslp.org/wiki/3_Pianoforte_Duets_(O'Neill,_Norman)",piano 4-hands,,Early 20th century,,,Romantic,
"3 Pianoforte Pieces for Young Players, Op.60","Lang, Margaret Ruthven","https://imslp.org/wiki/3_Pianoforte_Pieces_for_Young_Players,_Op.60_(Lang,_Margaret_Ruthven)",Piano,,Romantic,,,Romantic,
3 Pianostukjes,"Tinel, Jef","https://imslp.org/wiki/3_Pianostukjes_(Tinel,_Jef)",Piano,,Early 20th century,,1932-34,Modern,
"3 Pianostykker, Op.8","Lindeman, Anna Severine","https://imslp.org/wiki/3_Pianostykker,_Op.8_(Lindeman,_Anna_Severine)",Piano,,Romantic,,,Romantic,
"3 Pianostykker, Op.9","Lindeman, Anna Severine","https://imslp.org/wiki/3_Pianostykker,_Op.9_(Lindeman,_Anna_Severine)",Piano,,Romantic,,,Romantic,2 minutes
3 Piccoli pezzi,"Davico, Vincenzo","https://imslp.org/wiki/3_Piccoli_pezzi_(Davico,_Vincenzo)",piano 4 hands,,Early 20th century,,,Early 20th century,
"3 Piccoli pezzi, Op.78","Martucci, Giuseppe","https://imslp.org/wiki/3_Piccoli_pezzi,_Op.78_(Martucci,_Giuseppe)",piano,G major,Romantic,,,Romantic,
3 Pieces 'Purple',"Rickman, Bailey","https://imslp.org/wiki/3_Pieces_'Purple'_(Rickman,_Bailey)",viola,,Modern,,2024,Modern,6 minutes
3 Pieces,"Bazilevsky, Georgy","https://imslp.org/wiki/3_Pieces_(Bazilevsky,_Georgy)","cello or violin,  piano",,Early 20th century,,,Romantic,
3 Pieces,"Chemberdzhi, Nikolai","https://imslp.org/wiki/3_Pieces_(Chemberdzhi,_Nikolai)",piano,,Early 20th century,,1924,Early 20th century,
3 Pieces,"Cooke, Waddington","https://imslp.org/wiki/3_Pieces_(Cooke,_Waddington)",Piano,,Early 20th century,,,Early 20th century,
3 Pieces,"De Sabata, Victor","https://imslp.org/wiki/3_Pieces_(De_Sabata,_Victor)",piano,,Early 20th century,,,Early 20th century,
3 Pieces,"Dupré, Marcel","https://imslp.org/wiki/3_Pieces_(Dupré,_Marcel)","cello, piano",,Early 20th century,,1916,Early 20th century,
3 Pieces,"Effenberg, Rainer","https://imslp.org/wiki/3_Pieces_(Effenberg,_Rainer)","violin, viola, cello",,Early 20th century,,1974,Modern,5 minutes
3 Pieces,"Farjeon, Harry","https://imslp.org/wiki/3_Pieces_(Farjeon,_Harry)",organ,,Early 20th century,,,Early 20th century,
3 Pieces,"Fried, Joseph Nicholas","https://imslp.org/wiki/3_Pieces_(Fried,_Joseph_Nicholas)","flute, oboe, clarinet (B ♭ ) (or 2 flutes, clarinet (B ♭ ))",A minor,Modern,,2017,Modern,10 minutes
3 Pieces,"Grovlez, Gabriel","https://imslp.org/wiki/3_Pieces_(Grovlez,_Gabriel)",piano,,Romantic,,,Early 20th century,
3 Pieces,"Hurlstone, William Yeates","https://imslp.org/wiki/3_Pieces_(Hurlstone,_William_Yeates)","violin, piano",,Romantic,,,Romantic,
